2014-05-142 15:17:25.471 习席 登录了 
2014-06-23 15:03:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 15:03:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 15:03:28| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 15:03:28| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 15:03:46| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.005 秒  
2014-06-23 15:03:46| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-23 15:11:05| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 15:11:05| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 15:11:21| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 15:11:21| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 15:13:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 15:13:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-23 15:13:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 15:13:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 15:14:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-23 15:14:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 09:29:36| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.016 秒  
2014-06-24 09:29:36| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:33:07| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.016 秒  
2014-06-24 09:33:07| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.016 秒  
2014-06-24 09:33:32| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:33:32| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 09:42:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:42:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:43:19| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:43:19| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.015 秒  
2014-06-24 09:43:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:43:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:43:53| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:44:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:44:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:44:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:48:19| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:48:19| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 09:48:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:48:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 09:49:05| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 09:49:05| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:49:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 09:49:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:50:04| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:50:04| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:50:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:50:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:51:04| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 09:51:04| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 09:51:50| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:51:50| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:51:55| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:51:55| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 09:52:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 09:52:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:53:06| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 09:53:06| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 09:53:28| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.025 秒  
2014-06-24 09:53:28| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:06:40| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 10:06:40| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 10:11:58| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 10:11:58| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 10:15:17| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 10:15:17| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 10:17:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 10:17:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 10:20:36| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-24 10:20:36| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 10:23:28| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:23:28| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 10:24:02| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 10:24:02| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 10:39:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:39:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 10:45:16| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:45:16| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:46:54| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:46:54| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:47:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 10:47:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:47:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:47:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:48:17| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:48:17| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:51:26| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 10:51:26| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:53:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.013 秒  
2014-06-24 10:53:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 10:53:16| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 10:53:16| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 10:53:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 10:53:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-24 10:55:15| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-24 10:55:15| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 10:55:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-24 10:55:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 10:56:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 10:56:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:58:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-24 10:58:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 10:59:07| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 10:59:07| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 10:59:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-24 10:59:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-24 11:00:53| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:00:53| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:11:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:11:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:13:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-24 11:13:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:15:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-24 11:15:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 11:15:44| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-24 11:15:44| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 11:16:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:16:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 11:16:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.011 秒  
2014-06-24 11:16:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:17:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.022 秒  
2014-06-24 11:17:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-24 11:18:06| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.006 秒  
2014-06-24 11:18:06| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 11:18:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-24 11:18:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 11:19:16| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-24 11:19:16| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:22:49| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-24 11:22:49| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:23:10| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:23:10| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:23:46| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-24 11:23:46| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:24:36| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-24 11:24:36| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:25:19| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:25:19| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 11:26:00| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:26:00| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 11:26:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-24 11:26:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 11:30:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:30:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-24 11:31:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 11:31:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.005 秒  
2014-06-24 11:31:58| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-24 11:31:58| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:32:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-24 11:32:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-24 11:33:46| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-24 11:33:46| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 11:34:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 11:34:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-24 11:34:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 11:34:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 11:38:16| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 11:38:16| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 11:39:07| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 11:39:07| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 13:52:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 13:52:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 13:53:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-24 13:53:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-24 15:37:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.017 秒  
2014-06-24 15:37:31| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
